division,name,card,round_relative_score,round_total_score,hole_1,hole_2,hole_3,hole_4,hole_4½,hole_5,hole_6,hole_6½,hole_7,hole_8,hole_9,hole_10,hole_11,hole_12
25seas,Player_2,1,-2,40,4,3,2,3,3,3,2,3,2,2,3,4,3,3
25seas,Player_7,2,8,50,4,5,4,3,4,4,3,3,3,3,3,4,3,4
25seas,Player_37,2,0,42,4,4,3,3,3,3,2,3,3,2,4,3,3,2
25seas,Player_11,1,-1,41,3,3,2,3,3,3,3,2,3,2,5,3,3,3
25seas,Player_20,1,3,45,4,4,3,3,4,3,3,4,3,4,3,3,2,2
25seas,Player_6,2,7,49,3,4,2,2,5,3,3,5,5,2,3,4,3,5
